"<HEADER software/>"
EwEVersion,"6.7.0.17868 (compiled 5/31/2022)"
Date,"8/7/2023 6:10:28 PM"
"<HEADER ecopath/>"
ModelName,1
"<HEADER ecosim/>"
EcosimScenario,sim-spa_01
TimeSeries,-
StartYear,1980
"<HEADER ecospace/>"
EcospaceScenario,spa_01
MapRows,53
MapCols,131
MapCellLength,14.84601
MapCellSize,0.1335878
MapLatitude,31.00668
MapLongitude,-98
NoActiveCells,5258
EcoSpaceTimeStepLength,0.0833333358168602
CoordinateSystemWKT),"GEOGCS['WGS 84', DATUM['WGS_1984', SPHEROID['WGS 84',6378137,298.257223563, AUTHORITY['EPSG','7030']], AUTHORITY['EPSG','6326']], PRIMEM['Greenwich',0, AUTHORITY['EPSG','8901']], UNIT['degree',0.01745329251994328, AUTHORITY['EPSG','9122']], AUTHORITY['EPSG','4326']]"
"Layer 1 Primary Production","ChlA (depth integrated)"
"Layer 1 Surface temp","Temperature - surface"
"Layer 2 Bottom temp","Temperature - bottom"
"Layer 3 PP","ChlA (depth integrated)"
"Layer 4 Average temp","Salinity - average"
"Layer 5 Salinity","Salinity - average"
"<HEADER end/>"

Data,"Average biomass across modeled area"
"Modeled area km2",494806.705026413
"Number of cells",2245

Year,"Coastal dolphins","Offshore dolphins","Baleen whales",Seabird,"Sea turtle","Blacktip shark","Dusky shark","Sandbar shark","Large coastal sharks","Large oceanic sharks","Atlantic sharpnose shark","Small coastal sharks","Yellowfin tuna","Bluefin tuna","Other tunas",Billfish,Swordfish,"Pelagic coastal piscivores",Amberjack,Cobia,"King mackerel (0-1yr)","King mackerel (1+yr)","Spanish mackerel (0-1yr)","Spanish mackerel (1+yr)",Skates-rays,"Gag grouper (0-3yr)","Gag grouper (3+yr)","Red grouper (0-3yr)","Red grouper (3+yr)","Yellowedge grouper (0-3yr)","Yellowedge grouper (3+yr)","Goliath grouper","Deep-water grouper","Shallow-water grouper","Red snapper (0yr)","Red snapper (1-2yr)","Red snapper (3+yr)","Vermilion snapper","Mutton snapper","Other snapper","Inshore coastal piscivores","Sea trout","Oceanic piscivores","Benthic piscivores","Reef piscivores","Reef invertebrate feeders","Demersal coastal invertebrate feeders","Red drum","Benthic coastal invertebrate feeders",Tilefish,"Gray triggerfish","Coastal omnivores","Reef omnivores","Surface pelagics","Large oceanic planktivores","Oceanic planktivores",Sardine-herring-scad,"Menhaden (0yr)","Menhaden (1yr)","Menhaden (2yr)","Menhaden (3yr)","Menhaden (4yr)",Anchovy-silverside-killifish,Mullet,Butterfish,Cephalopod,"Pink shrimp","Brown shrimp","White shrimp",Crab,"Sessile epifauna","Mobile epifauna",Zooplankton,Infauna,Algae,Seagrass,Phytoplankton,Detritus
24,0.02556029,0.001260051,0.001494212,0.03779377,0.02992828,0.189394,0.009557696,0.002577316,0.05581133,0.001867644,0.008622163,0.002737233,0.0002691228,0.02241657,0.01425743,0.001305825,0.0007187192,0.04654093,0.00129883,0.02336919,8.508869E-05,0.02966546,4.144215E-05,0.01028428,0.07487104,0.002610429,0.002633479,0.0002261746,0.001406273,4.668889E-05,0.001245419,0.0003644852,0.0002556722,0.02180715,0.0002317205,0.001043561,0.0004687043,3.049963E-06,2.721681E-05,0.002032168,0.07483543,0.008242306,0.2572801,0.002516733,0.01473799,0.001141088,0.008342865,0.01041082,9.343806,0.0001388659,0.01584028,0.134409,1.862356,0.1464703,0.0002281326,0.0002990285,0.01393143,0.2192464,0.4450279,0.1111639,0.04063698,0.0584987,0.0465942,0.03281764,0.0002182567,2.015163,0.008426489,0.002485886,0.02666193,0.07777787,20.49633,1.354796,5.279793,6.144644,11.38104,4.628135,9.402288,20.80227
25,0.0254241,0.001233014,0.001469759,0.03740428,0.03000229,0.1865491,0.009525605,0.002455478,0.05513724,0.001889981,0.008936822,0.00276065,0.0002018582,0.02107377,0.01531082,0.001046258,0.0006313575,0.0438757,0.001246656,0.02168991,7.413756E-05,0.02850377,4.659127E-05,0.01077925,0.07414199,0.002502485,0.00238794,0.0002249229,0.001390361,4.417369E-05,0.00122456,0.0003642665,0.0002297824,0.02024082,0.0002057084,0.001076339,0.0003694492,2.977514E-06,2.5745E-05,0.001961364,0.07353386,0.008171144,0.2724468,0.002340148,0.01438683,0.001087717,0.007983181,0.009889628,9.274732,0.0001356773,0.01606374,0.1312159,1.792146,0.1349324,0.0002184612,0.0002819452,0.0143328,0.1949904,0.4161425,0.1139742,0.03897193,0.04930691,0.04118803,0.0312453,0.0002238491,1.772691,0.007932764,0.002618556,0.02640785,0.07735693,20.32872,1.380544,5.188383,5.867826,11.14726,4.885767,9.430421,20.46904
26,0.02524015,0.001201028,0.001442044,0.03679084,0.03006058,0.1850061,0.009498828,0.002382242,0.05452987,0.001916611,0.009929399,0.002820275,0.0001884136,0.0202334,0.01661075,0.0009027746,0.0006617535,0.04369126,0.001222133,0.02221625,8.202764E-05,0.02969644,6.749888E-05,0.01228282,0.07330457,0.002615377,0.002364898,0.000213033,0.001467335,4.278525E-05,0.001207655,0.0003791374,0.0002113219,0.01950759,0.0002129645,0.001194377,0.0003020664,3.031333E-06,2.635602E-05,0.001916822,0.07057811,0.008920145,0.2871796,0.002279003,0.01422984,0.001038024,0.008165351,0.009585829,9.286184,0.000131225,0.016862,0.1290825,1.799605,0.1303041,0.0002112408,0.0002640061,0.01398357,0.2100362,0.3769232,0.105627,0.04661116,0.05045514,0.04408665,0.03163946,0.0002139269,1.795041,0.008758594,0.003151375,0.0327797,0.08091982,19.83609,1.586665,5.678463,6.063814,11.50577,5.270638,9.535453,21.4751
27,0.02516002,0.001168808,0.00141581,0.03627517,0.03010684,0.1863908,0.009514843,0.002376474,0.05432792,0.001949288,0.01184215,0.002942553,0.0002069725,0.01992653,0.0159225,0.0008827195,0.000758847,0.04464592,0.001205215,0.02350129,7.394273E-05,0.03080616,7.668613E-05,0.01340681,0.07271045,0.002837161,0.002345262,0.0002081143,0.001574017,3.887581E-05,0.001165996,0.0004065784,0.0002031618,0.01936931,0.0002130238,0.00125875,0.0003231828,3.190631E-06,2.631095E-05,0.001855283,0.06468679,0.009836133,0.3017022,0.002265535,0.01375297,0.0009700552,0.00819363,0.009051652,9.26284,0.0001263402,0.01828397,0.130306,1.758173,0.128719,0.0001991144,0.0002398171,0.01181985,0.1851184,0.3856076,0.09076548,0.0433985,0.0512214,0.04776426,0.03216435,0.0001763817,1.788566,0.00870514,0.003492452,0.03211306,0.08122311,18.89233,1.571465,5.003952,5.467213,10.44373,4.96795,8.458381,19.05781
28,0.02495949,0.001129169,0.001377846,0.03571208,0.03010597,0.1858242,0.009465924,0.002321867,0.05374458,0.00198561,0.01361277,0.003017041,0.0002168117,0.01984768,0.01434144,0.0008551917,0.0008931924,0.04325596,0.001158196,0.02364803,8.729321E-05,0.03174621,9.766223E-05,0.01513282,0.07170083,0.002820664,0.002368705,0.000215419,0.001715794,3.489009E-05,0.001134018,0.0004481878,0.0001982008,0.01932919,0.0002936729,0.001888466,0.0003607463,3.389275E-06,2.606911E-05,0.001842199,0.06150856,0.01010205,0.3170836,0.002357055,0.01361671,0.0009775731,0.01087387,0.00915137,9.098497,0.0001227375,0.01925966,0.1284569,1.653539,0.1219267,0.0001845043,0.0002119432,0.01205273,0.1870605,0.3576463,0.09808638,0.03932128,0.05053048,0.04539173,0.0306096,0.0001749716,1.758209,0.008339635,0.00399723,0.03178049,0.07382251,18.85407,1.4139,5.434951,5.665102,11.09573,5.160902,9.179095,20.40654
29,0.02468337,0.001099199,0.001358045,0.03531796,0.03007544,0.1832877,0.009380233,0.002249304,0.05299191,0.002030842,0.01554125,0.003073695,0.0002317303,0.02028126,0.01256857,0.0008468539,0.001102888,0.04277274,0.001134465,0.02433379,9.321226E-05,0.03240071,0.0001601793,0.0185566,0.07066523,0.002745977,0.002464694,0.0002334551,0.001865215,3.426967E-05,0.001148944,0.000493885,0.0001949309,0.01929167,0.0003368153,0.002376129,0.0005187366,3.694819E-06,2.532788E-05,0.001825384,0.06191356,0.01062243,0.3329544,0.002369716,0.01365189,0.001010948,0.01379824,0.009570192,8.970247,0.0001224922,0.0201673,0.1244923,1.621637,0.1188765,0.0001781397,0.0002052325,0.01219997,0.2101867,0.4065048,0.09417576,0.04410247,0.04996236,0.04736223,0.02956139,0.0001867636,1.850809,0.01026893,0.005757567,0.0381245,0.07070669,19.02737,1.541121,5.694912,5.944567,11.54173,5.10179,9.636746,21.4062
30,0.02447532,0.001082092,0.001355031,0.03509476,0.03004244,0.1819896,0.009353777,0.002225811,0.05268732,0.002088653,0.01690519,0.003148765,0.0002318914,0.02085652,0.01024806,0.0008273802,0.001307264,0.04123769,0.001126985,0.02458221,8.188411E-05,0.03274361,0.0001486271,0.02200731,0.06989086,0.002669321,0.002480578,0.0002593168,0.001901856,3.596618E-05,0.001193656,0.0005011375,0.0001933635,0.01902749,0.0002703473,0.002570024,0.0005610085,3.969522E-06,2.449939E-05,0.001693752,0.05951875,0.01144397,0.3497477,0.002349716,0.01331198,0.0009994247,0.01471778,0.009395997,8.951665,0.000124412,0.02075666,0.1233307,1.645374,0.1213097,0.0001776842,0.0002267962,0.01129999,0.1910342,0.3915889,0.09332746,0.03528,0.04959811,0.05146391,0.02847239,0.0001750518,1.818927,0.009649741,0.004911004,0.03925793,0.06901715,18.12892,1.649913,5.336306,5.778918,11.25456,5.123522,9.483357,20.77122
31,0.02429178,0.001079877,0.001362309,0.03495183,0.03001127,0.1810553,0.009368091,0.002262471,0.05284523,0.002166201,0.01770571,0.003269867,0.0002367934,0.02193642,0.008100553,0.0008137947,0.001537495,0.03732934,0.001186503,0.02250048,9.595178E-05,0.03529859,0.0002053955,0.02631426,0.06970974,0.00235525,0.002465681,0.0003164045,0.001943438,3.958865E-05,0.001272796,0.0004941679,0.0001961363,0.01735519,0.0003290292,0.002864271,0.0007951325,4.232187E-06,2.495318E-05,0.001697516,0.05710496,0.0104354,0.371653,0.002262653,0.01340812,0.001033415,0.01533553,0.009432561,8.475222,0.0001283128,0.0212946,0.1252583,1.721857,0.1153456,0.0001823369,0.0002641691,0.01103384,0.1947669,0.393252,0.1110341,0.04407984,0.05010123,0.03854296,0.02538767,0.0001745467,1.979984,0.009911119,0.005036958,0.03176833,0.07352566,19.48836,1.358374,6.148982,6.6141,12.32967,5.302307,10.21931,22.94473
32,0.02417843,0.001103879,0.001399354,0.03503703,0.02997679,0.1792714,0.009448227,0.002311832,0.05347592,0.002268137,0.01789506,0.00341017,0.0002329471,0.02285355,0.006567423,0.0007930491,0.00164544,0.03751402,0.001243929,0.02285579,7.134914E-05,0.03267365,0.0001592227,0.02606516,0.06973263,0.002531786,0.002517507,0.0003387712,0.002163335,4.648465E-05,0.001370848,0.0005201793,0.0002017679,0.01791585,0.0002481248,0.00228458,0.0009545027,4.531984E-06,2.507135E-05,0.001617494,0.05493739,0.01073534,0.3941813,0.002148687,0.01338859,0.001072944,0.01610573,0.009406311,8.236348,0.0001341893,0.02151052,0.1277179,1.805681,0.1157732,0.0001979894,0.0003451563,0.01159725,0.2357624,0.4076021,0.0991039,0.0459809,0.04732557,0.03431902,0.02477255,0.0001815224,2.055436,0.01035475,0.005764278,0.0343814,0.07557804,21.32861,1.459993,5.779041,6.352337,12.12541,4.514315,9.878287,21.72313
33,0.02408474,0.001125168,0.001420564,0.03516208,0.02993546,0.1781282,0.009587469,0.002332307,0.05438625,0.002389384,0.01826035,0.003533947,0.0002053166,0.02290899,0.005186605,0.0007319914,0.001574795,0.03980963,0.001229857,0.02588579,7.810903E-05,0.03253628,0.0001877247,0.02703576,0.06929924,0.002991875,0.002685443,0.0003137107,0.002438111,5.362434E-05,0.001453704,0.0005611489,0.0002081561,0.01946516,0.0002523992,0.002218325,0.0008760538,4.783893E-06,2.433838E-05,0.001516971,0.05062475,0.01146903,0.4186231,0.002065946,0.01329219,0.001053181,0.01497795,0.009035809,8.415016,0.0001444202,0.02144079,0.1282525,1.793466,0.1245061,0.0002024087,0.0003716305,0.01084989,0.2014808,0.4469236,0.09878474,0.03608515,0.04637684,0.04411262,0.02676309,0.0001753869,1.960533,0.01070921,0.006324228,0.0403499,0.07425792,20.53966,1.761732,5.216546,5.689827,11.18602,3.8195,9.007282,19.74693
34,0.02402262,0.001111088,0.001399907,0.03503902,0.02986918,0.1798069,0.009687574,0.002304234,0.05472307,0.002526907,0.01917926,0.003594045,0.0001854913,0.02260176,0.004393084,0.0006710405,0.001555117,0.04125591,0.00115168,0.02698728,7.810033E-05,0.03490872,0.0001262973,0.01859401,0.06824657,0.002765524,0.002671779,0.0003354636,0.002400636,5.059244E-05,0.001473409,0.0005715215,0.0002109692,0.01749716,0.0001543809,0.00139457,0.0008446719,4.863374E-06,4.845012E-05,0.001558341,0.0392103,0.01146424,0.4450179,0.001921345,0.01270957,0.0009934112,0.01043027,0.007269314,8.519757,0.0001506059,0.02124714,0.1289929,1.709717,0.1291663,0.0001884472,0.0003368838,0.008554998,0.2096,0.3773517,0.1030879,0.0345877,0.03926211,0.05707381,0.02838218,0.0001827369,1.891473,0.01040846,0.004772546,0.03972206,0.07307005,18.67103,1.829712,5.468229,5.657015,11.41693,4.390484,9.571527,21.0323
35,0.02393773,0.001084464,0.001383163,0.03490854,0.0297973,0.1813585,0.009750678,0.002303733,0.05483911,0.002699473,0.01909468,0.003629107,0.0002010339,0.02247327,0.003893909,0.0006977113,0.001685577,0.04175514,0.001107152,0.02775916,7.267241E-05,0.03175032,0.0001464887,0.01976921,0.06782665,0.002569306,0.002588812,0.0003869213,0.002362346,4.999782E-05,0.001565129,0.0005640084,0.0002240765,0.01736183,0.0002313129,0.001518745,0.001140623,4.901121E-06,7.487214E-05,0.001691143,0.03169022,0.01163611,0.4740046,0.0019695,0.01220394,0.001190876,0.008707895,0.007027477,8.410075,0.000154803,0.02069545,0.1309566,1.727229,0.1346866,0.0001791828,0.0003127727,0.006877767,0.1731696,0.3814019,0.091202,0.04347774,0.04037019,0.05337415,0.02819973,0.0002377181,2.01824,0.009394618,0.003963545,0.03306443,0.08259014,17.65626,1.511335,5.436414,5.984972,11.45569,4.721809,9.511688,20.99125
36,0.02354278,0.001070074,0.001384455,0.03495182,0.02975607,0.1704292,0.009703158,0.002298864,0.05467336,0.002912177,0.01718747,0.003626353,0.0002111865,0.02249452,0.003433324,0.0007634368,0.001790199,0.04366235,0.001081981,0.02965645,5.517801E-05,0.0235995,0.0002295074,0.03569266,0.06835079,0.002568547,0.00272694,0.0003912709,0.002469345,5.064546E-05,0.00173615,0.0005513391,0.0002433809,0.01867306,0.0003898519,0.002122115,0.001610978,5.008595E-06,8.860324E-05,0.002018372,0.0406031,0.01230017,0.5051046,0.002519788,0.01336089,0.001961549,0.01318672,0.01119175,8.392673,0.0001636949,0.01923427,0.1212007,1.659942,0.1260788,0.0001771164,0.0003139651,0.007731294,0.2110624,0.3691934,0.1098348,0.04139204,0.05241932,0.03739418,0.02756159,0.0003806746,2.165706,0.008715182,0.003395892,0.02689105,0.09243432,17.58791,1.101991,5.972479,6.45294,12.57381,4.596084,10.4483,22.4921
37,0.02299303,0.001073057,0.001414835,0.03542585,0.02976149,0.1563097,0.009671257,0.002298744,0.05466431,0.003170296,0.01593488,0.003644579,0.0002087317,0.02252444,0.003313183,0.0008187231,0.001873736,0.04698611,0.001077165,0.03134062,4.819891E-05,0.02029703,0.0002311055,0.04197912,0.06930177,0.00262098,0.002882523,0.0003932278,0.002620409,5.331894E-05,0.001953269,0.000565676,0.0002669497,0.02085941,0.00028843,0.002546136,0.001523992,5.305084E-06,0.0001054006,0.00211316,0.05603394,0.01343035,0.5393694,0.002877326,0.01379897,0.002512154,0.01650169,0.01449255,8.532305,0.0001749243,0.01825416,0.1117507,1.601078,0.1181573,0.0001827121,0.0003435506,0.008447728,0.2225718,0.4608193,0.1077481,0.05294666,0.05086542,0.02823546,0.0290986,0.0004813758,2.422172,0.009669256,0.003355024,0.02857074,0.1030219,18.12232,1.143037,6.600321,6.999557,13.50077,4.184032,10.92762,24.08708
