"<HEADER software/>"
EwEVersion,"6.7.0.17868 (compiled 5/31/2022)"
Date,"8/10/2023 9:54:36 AM"
"<HEADER ecopath/>"
ModelName,1
"<HEADER ecosim/>"
EcosimScenario,sim-spa_01
TimeSeries,-
StartYear,1980
"<HEADER ecospace/>"
EcospaceScenario,spa_00
MapRows,53
MapCols,131
MapCellLength,14.84601
MapCellSize,0.1335878
MapLatitude,31.00668
MapLongitude,-98
NoActiveCells,5258
EcoSpaceTimeStepLength,0.0833333358168602
CoordinateSystemWKT),"GEOGCS['WGS 84', DATUM['WGS_1984', SPHEROID['WGS 84',6378137,298.257223563, AUTHORITY['EPSG','7030']], AUTHORITY['EPSG','6326']], PRIMEM['Greenwich',0, AUTHORITY['EPSG','8901']], UNIT['degree',0.01745329251994328, AUTHORITY['EPSG','9122']], AUTHORITY['EPSG','4326']]"
"<HEADER end/>"

Data,"Average biomass across modeled area"
"Modeled area km2",494806.705026413
"Number of cells",2245

Year,"Coastal dolphins","Offshore dolphins","Baleen whales",Seabird,"Sea turtle","Blacktip shark","Dusky shark","Sandbar shark","Large coastal sharks","Large oceanic sharks","Atlantic sharpnose shark","Small coastal sharks","Yellowfin tuna","Bluefin tuna","Other tunas",Billfish,Swordfish,"Pelagic coastal piscivores",Amberjack,Cobia,"King mackerel (0-1yr)","King mackerel (1+yr)","Spanish mackerel (0-1yr)","Spanish mackerel (1+yr)",Skates-rays,"Gag grouper (0-3yr)","Gag grouper (3+yr)","Red grouper (0-3yr)","Red grouper (3+yr)","Yellowedge grouper (0-3yr)","Yellowedge grouper (3+yr)","Goliath grouper","Deep-water grouper","Shallow-water grouper","Red snapper (0yr)","Red snapper (1-2yr)","Red snapper (3+yr)","Vermilion snapper","Mutton snapper","Other snapper","Inshore coastal piscivores","Sea trout","Oceanic piscivores","Benthic piscivores","Reef piscivores","Reef invertebrate feeders","Demersal coastal invertebrate feeders","Red drum","Benthic coastal invertebrate feeders",Tilefish,"Gray triggerfish","Coastal omnivores","Reef omnivores","Surface pelagics","Large oceanic planktivores","Oceanic planktivores",Sardine-herring-scad,"Menhaden (0yr)","Menhaden (1yr)","Menhaden (2yr)","Menhaden (3yr)","Menhaden (4yr)",Anchovy-silverside-killifish,Mullet,Butterfish,Cephalopod,"Pink shrimp","Brown shrimp","White shrimp",Crab,"Sessile epifauna","Mobile epifauna",Zooplankton,Infauna,Algae,Seagrass,Phytoplankton,Detritus
26,0.03850735,0.01147775,0.008776729,0.05380553,0.07087673,0.4290951,0.0108971,0.002851879,0.0622994,0.007081984,0.02723293,0.002213081,0.0004408444,0.04777738,0.03260019,0.0008935931,0.002194268,0.09373752,0.005194626,0.02282867,0.001117853,0.3173217,0.002319924,0.2266789,0.1270162,0.0011766,0.002449524,0.0005189874,0.004248218,2.357166E-05,0.01112354,0.000184896,0.001030243,0.009596552,0.005225372,0.09827546,0.05179985,0.1169133,0.002170701,0.01097813,0.3354762,0.04517682,0.2287471,0.0427525,0.03747435,0.05211363,0.2258283,0.07214521,17.34763,0.0005194058,0.04623197,0.1591049,0.05995463,0.06941894,0.008022775,0.01225806,0.5901489,2.568884,5.793554,2.521138,1.35583,1.299911,0.6885538,0.07294519,0.01203608,1.452838,0.008133783,0.01670727,0.1196757,0.153731,44.72413,7.143858,12.14003,15.36469,33.91608,4.494856,25.76279,56.16
27,0.03855733,0.01144625,0.008758917,0.05383235,0.07114955,0.4294063,0.01089341,0.00282671,0.06215112,0.007036829,0.03218226,0.00231048,0.0004924482,0.04945393,0.03230889,0.0008951491,0.00232823,0.09383611,0.00518414,0.02364281,0.001136522,0.3202752,0.003208113,0.2413582,0.1267767,0.001205035,0.00247748,0.0005174246,0.004411073,2.303213E-05,0.01115866,0.0001925884,0.001005806,0.009728511,0.005262274,0.1075314,0.05562915,0.1193092,0.002177435,0.0110484,0.334658,0.04851858,0.2323396,0.04290761,0.03753299,0.05217566,0.2519638,0.07371212,17.19532,0.0005204579,0.04944989,0.1579145,0.05843859,0.06791387,0.008039179,0.0122286,0.5821602,2.591933,5.8505,2.530656,1.358671,1.309734,0.6774278,0.07274082,0.01201037,1.443479,0.008421729,0.01944157,0.1237077,0.1553111,44.71967,7.148896,12.11527,15.36564,33.91665,4.495697,25.75723,56.15316
28,0.03854598,0.0114161,0.008741619,0.05381343,0.07136405,0.4288005,0.01088251,0.002764562,0.06194865,0.006995243,0.03731158,0.002403619,0.0005211022,0.05140061,0.02977497,0.0008848678,0.002509193,0.09214538,0.005055716,0.02374085,0.001121457,0.3196863,0.00388768,0.2527269,0.126378,0.001177692,0.002499077,0.0005276892,0.004603148,2.291131E-05,0.01126381,0.0002039243,0.0009812361,0.009612532,0.00520439,0.1198329,0.0590477,0.122564,0.002182411,0.01098591,0.3293525,0.05070304,0.2363165,0.04282886,0.03654565,0.05183682,0.2799145,0.0739345,16.9656,0.0005229682,0.05207609,0.156604,0.05734728,0.06496378,0.008054011,0.01222023,0.5596812,2.590021,5.854438,2.53899,1.356515,1.309128,0.6557254,0.07150078,0.01201132,1.442687,0.008617031,0.02111918,0.1265126,0.1517235,44.8342,7.16146,12.12532,15.37072,33.92161,4.495008,25.74931,56.14203
29,0.03844155,0.01138891,0.008725537,0.05372982,0.07150658,0.4268769,0.01086148,0.002685189,0.06164381,0.006952021,0.04252365,0.002491291,0.0005589561,0.05403563,0.02626513,0.0008822456,0.002780432,0.08909508,0.004964208,0.02357947,0.001101242,0.3160921,0.004357193,0.2608443,0.1257703,0.001127058,0.002522927,0.0005488237,0.004777671,2.241513E-05,0.01141236,0.0002173166,0.0009564906,0.009487616,0.005171803,0.1266329,0.06429654,0.1264149,0.002177832,0.01080666,0.3205638,0.05207292,0.2411275,0.04238342,0.03522668,0.05142114,0.3060429,0.07312135,16.70752,0.0005254823,0.05416144,0.1553,0.0569316,0.06177847,0.008067005,0.01225825,0.5267382,2.586846,5.845161,2.539454,1.365602,1.310531,0.633346,0.06907531,0.0120554,1.448578,0.008799353,0.02356132,0.1291965,0.1468515,45.17891,7.179755,12.10837,15.37738,33.92181,4.509969,25.73886,56.12753
30,0.03824702,0.01136653,0.008710975,0.05358735,0.07158863,0.4240149,0.01084127,0.002636436,0.06136528,0.006906655,0.04539406,0.002554883,0.0005503508,0.05664125,0.02115328,0.0008638694,0.002966176,0.08667337,0.004903887,0.02388252,0.001066283,0.3126734,0.003625987,0.2624454,0.1250821,0.001132605,0.00252935,0.0005689749,0.004873075,2.220454E-05,0.01157561,0.0002278003,0.0009435911,0.009623658,0.004941628,0.1272445,0.06782014,0.1300831,0.002165463,0.01066865,0.3099126,0.05369906,0.2472235,0.0421068,0.03503032,0.05150004,0.3295781,0.07295378,16.48871,0.0005278418,0.05491867,0.1549319,0.05746065,0.05940029,0.008078448,0.0123583,0.4932357,2.572527,5.821396,2.527824,1.359889,1.315527,0.6176813,0.06682289,0.01215459,1.456575,0.008771763,0.02185785,0.1291872,0.1438853,45.72197,7.200993,12.10629,15.37838,33.91886,4.504013,25.71711,56.09008
31,0.03799763,0.01135229,0.008698292,0.05341583,0.07163773,0.420996,0.01082768,0.002658163,0.0612181,0.006866891,0.04686682,0.00261596,0.000544286,0.05990763,0.01663688,0.0008595446,0.003172162,0.08641061,0.005046511,0.02450777,0.001075779,0.3137835,0.003446274,0.2618782,0.1245404,0.001174726,0.002588836,0.0005909235,0.005067255,2.256265E-05,0.01179535,0.0002391496,0.0009465932,0.0103661,0.004997845,0.1289874,0.07551067,0.1336282,0.00216406,0.010783,0.3020054,0.05582646,0.2551189,0.04229559,0.03576387,0.05222631,0.3566084,0.07371183,16.34807,0.0005316912,0.0553641,0.1559792,0.05921622,0.05829452,0.008089627,0.01254592,0.4704861,2.572352,5.807156,2.529965,1.359287,1.317605,0.6174516,0.06547869,0.01230763,1.46912,0.008799655,0.02353214,0.129481,0.1443539,46.2534,7.216351,12.06923,15.36818,33.91022,4.510423,25.69913,56.05028
32,0.03774583,0.01134588,0.008686543,0.05324823,0.0716752,0.417921,0.01081873,0.002670546,0.06107599,0.006837375,0.04702852,0.002659042,0.0005108929,0.06278771,0.01311721,0.0008352507,0.003211691,0.08633384,0.005181329,0.02476966,0.001074463,0.3135696,0.003262636,0.2584881,0.1239888,0.001168014,0.002637482,0.0006009301,0.00523385,2.286553E-05,0.01200034,0.0002511403,0.0009518254,0.01030381,0.004878914,0.1268439,0.08032766,0.1368188,0.002156703,0.0108401,0.2943372,0.0563044,0.2645369,0.04222462,0.03619757,0.05276361,0.3728043,0.07413384,16.24569,0.000534948,0.05521617,0.1568641,0.06170019,0.05796808,0.008100512,0.01275748,0.4599322,2.57129,5.800138,2.518106,1.361779,1.315806,0.6196879,0.06503175,0.01242576,1.472918,0.008755571,0.02451087,0.1288956,0.143195,46.66146,7.229448,12.03199,15.36218,33.90108,4.504069,25.69402,56.02905
33,0.03750336,0.01134742,0.008675382,0.0530891,0.07170885,0.4146365,0.01081056,0.002628195,0.06086163,0.006815858,0.04718525,0.002671254,0.0004304572,0.06381623,0.009685764,0.0007566156,0.002946838,0.08485135,0.005039732,0.0248537,0.001085649,0.3100618,0.003611401,0.2568672,0.1233381,0.001139071,0.00263187,0.0006105959,0.005257806,2.338795E-05,0.01216485,0.0002597593,0.000951745,0.009583122,0.004973165,0.1251939,0.07859308,0.1396075,0.002136033,0.01071094,0.2830995,0.05605276,0.2757663,0.04183919,0.03634506,0.0530529,0.3800081,0.07412825,16.18243,0.0005362314,0.05482022,0.1572007,0.06527729,0.05836778,0.008113257,0.01298819,0.4593502,2.555132,5.769729,2.509915,1.346722,1.312825,0.6251438,0.06490543,0.0125375,1.481502,0.008793613,0.02530376,0.1294639,0.1445801,46.9607,7.240925,12.0201,15.35469,33.89401,4.507158,25.69082,56.01362
34,0.03729043,0.01135687,0.008664391,0.05295487,0.07175367,0.4116543,0.01080341,0.002559661,0.0605955,0.00679457,0.04733276,0.002681148,0.0003836672,0.06427456,0.0079149,0.0006846185,0.002728324,0.08325896,0.004827429,0.02470821,0.001077552,0.3067888,0.003598729,0.2554424,0.1226263,0.001107884,0.002612441,0.0006244943,0.005285446,2.436538E-05,0.01229851,0.0002676854,0.0009464314,0.008825538,0.004849356,0.125712,0.07736792,0.1423936,0.002113354,0.01052777,0.2734868,0.05526707,0.2890408,0.04124289,0.03615971,0.05313399,0.3805369,0.07372107,16.14183,0.0005359057,0.05453891,0.1568326,0.06995187,0.05919359,0.00812889,0.01320918,0.4641246,2.544721,5.760437,2.502198,1.348634,1.305584,0.627955,0.06525018,0.01263368,1.487435,0.008760448,0.02027172,0.129474,0.1483185,47.17929,7.245384,12.01073,15.35238,33.88727,4.494017,25.69111,56.00706
35,0.0371124,0.01136921,0.008653216,0.0528516,0.071809,0.4101293,0.01081358,0.002576566,0.06062619,0.006779256,0.04735011,0.002714469,0.0004214256,0.06638779,0.007294269,0.0007016791,0.00285107,0.08473793,0.004771153,0.0258548,0.001083752,0.3082561,0.003540104,0.2587531,0.1222321,0.0011852,0.002648046,0.0006255441,0.005374272,2.526246E-05,0.01240535,0.0002741379,0.000955739,0.009404548,0.004898204,0.1240465,0.07808927,0.144984,0.002109688,0.01070546,0.2707447,0.05824013,0.3039336,0.04175886,0.03800202,0.05395393,0.3912672,0.07565798,16.13726,0.0005370521,0.05464359,0.157956,0.07512075,0.05990595,0.008145354,0.01337916,0.470018,2.532252,5.727274,2.495235,1.341947,1.303731,0.6329908,0.06629202,0.01272883,1.493126,0.008740249,0.02125525,0.1292331,0.1554435,47.32044,7.243906,12.0114,15.3444,33.88174,4.495682,25.68768,55.99493
36,0.03697732,0.01138116,0.008641438,0.05277883,0.07187881,0.4101063,0.01085125,0.002670328,0.06111534,0.006770701,0.04829228,0.002770944,0.0004428708,0.06901972,0.006839602,0.0007422238,0.002985777,0.08819684,0.004751313,0.02769154,0.001091593,0.311293,0.003628032,0.2642032,0.1223283,0.001266287,0.002721573,0.0006255343,0.005475087,2.612089E-05,0.01252645,0.0002795421,0.0009850278,0.01022593,0.004932865,0.1228004,0.07941835,0.1474041,0.002129447,0.01115333,0.2723964,0.06300202,0.3200482,0.04343016,0.04138152,0.05520299,0.4191933,0.07916404,16.16482,0.0005422353,0.05528431,0.1609867,0.08048014,0.06010739,0.008159424,0.01349488,0.4733348,2.541313,5.725206,2.483746,1.337498,1.297975,0.6367332,0.0674401,0.01280184,1.489578,0.008751635,0.02103507,0.1293874,0.1613539,47.37966,7.236862,11.99628,15.3366,33.8761,4.492969,25.68879,55.99201
37,0.03687669,0.01139084,0.008628802,0.0527216,0.0719585,0.410339,0.01090069,0.002745497,0.0617236,0.006766452,0.04893199,0.002820294,0.0004310567,0.07087395,0.006646007,0.0007544253,0.002985074,0.09081241,0.004675014,0.02863472,0.001089848,0.3129759,0.003589478,0.2660323,0.1225795,0.001272324,0.002786888,0.0006346469,0.005534764,2.717736E-05,0.01265779,0.0002850216,0.001010906,0.01060088,0.004944849,0.1238337,0.07801951,0.1496174,0.00215126,0.01147778,0.2745886,0.06595961,0.3376676,0.04499562,0.04363953,0.05587299,0.4413751,0.08128367,16.19281,0.000548386,0.05560545,0.16376,0.08569566,0.05990024,0.008172344,0.01357324,0.4738658,2.531555,5.72541,2.486728,1.332076,1.293971,0.6379486,0.06827644,0.01283406,1.483318,0.008741902,0.01993458,0.1292772,0.1646657,47.39723,7.230246,12.02304,15.32725,33.87301,4.492272,25.67886,55.97709
